CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_0_LP5;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
23;Ceará;Total - Estadual e Municipal;Rural;216,67;231,54;261,01;266,11;266,38;265,88;4,03;8,23;11,05;14,68;16,95;16,93;13,9;8,3;4,72;1,21;0,9;4,71;9,92;14,88;16,58;16,32;14,47;10,88;6,57;4,56;0,22;12,39;11,82;15,42;18,55;18,38;14,21;7,07;2,04;0,12;12,25;11,01;14,99;17,31;17,1;13,18;7,96;4,25;1,94;0;21;15,41;19,65;18,4;13,74;8,73;2,57;0,51;0;21,5;15,72;19,38;18,33;13,7;7,19;2,75;1,05;0,28;0,08;0
23;Ceará;Total - Estadual e Municipal;Total;219,07;231,46;263,85;264,56;270,21;266,07;3,37;7,25;10,63;14,51;17,57;17,63;14,36;8,81;4,75;1,12;0,86;3,94;9,48;15,13;17,67;17,24;14,47;10,6;6,38;4,03;0,2;11,36;10,61;15,05;19,01;19,27;14,57;7,68;2,37;0,09;11,74;11,05;15,61;18,5;18,19;12,91;6,95;3,45;1,6;0;20,49;14,03;17,42;18,38;15,27;9,71;3,91;0,78;0,02;22,11;15,55;18,59;18,6;12,91;7,34;3,24;1,19;0,38;0,09;0
23;Ceará;Total - Estadual e Municipal;Urbana;219,83;231,44;264,65;264,13;270,42;266,08;3,16;6,94;10,5;14,46;17,76;17,86;14,5;8,97;4,76;1,09;0,85;3,7;9,34;15,21;18,01;17,54;14,47;10,51;6,32;3,86;0,19;11,07;10,27;14,94;19,14;19,52;14,67;7,85;2,47;0,08;11,6;11,06;15,78;18,83;18,5;12,84;6,67;3,22;1,51;0;20,46;13,96;17,3;18,38;15,35;9,76;3,98;0,79;0,02;22,14;15,54;18,54;18,62;12,87;7,35;3,26;1,19;0,39;0,09;0
23;Ceará;Total - Federal, Estadual e Municipal;Rural;216,67;231,54;261,01;266,11;266,38;265,88;4,03;8,23;11,05;14,68;16,95;16,93;13,9;8,3;4,72;1,21;0,9;4,71;9,92;14,88;16,58;16,32;14,47;10,88;6,57;4,56;0,22;12,39;11,82;15,42;18,55;18,38;14,21;7,07;2,04;0,12;12,25;11,01;14,99;17,31;17,1;13,18;7,96;4,25;1,94;0;21;15,41;19,65;18,4;13,74;8,73;2,57;0,51;0;21,5;15,72;19,38;18,33;13,7;7,19;2,75;1,05;0,28;0,08;0
23;Ceará;Total - Federal, Estadual e Municipal;Total;219,07;231,46;263,92;264,67;270,31;266,22;3,37;7,25;10,63;14,51;17,57;17,63;14,36;8,81;4,75;1,12;0,86;3,94;9,48;15,13;17,67;17,24;14,47;10,6;6,38;4,03;0,2;11,35;10,6;15,03;19;19,26;14,58;7,7;2,4;0,09;11,73;11,03;15,59;18,48;18,17;12,91;6,97;3,47;1,64;0;20,45;14,01;17,4;18,37;15,29;9,74;3,93;0,8;0,02;22,07;15,53;18,57;18,58;12,92;7,36;3,26;1,22;0,4;0,1;0
23;Ceará;Total - Federal, Estadual e Municipal;Urbana;219,83;231,44;264,74;264,26;270,53;266,23;3,16;6,94;10,5;14,46;17,76;17,86;14,5;8,97;4,76;1,09;0,85;3,7;9,34;15,21;18,01;17,54;14,47;10,51;6,32;3,86;0,19;11,06;10,25;14,92;19,12;19,51;14,68;7,88;2,5;0,08;11,58;11,04;15,76;18,81;18,48;12,84;6,69;3,25;1,55;0;20,42;13,93;17,27;18,36;15,37;9,8;4;0,82;0,02;22,1;15,52;18,53;18,59;12,87;7,36;3,28;1,23;0,41;0,1;0
23;Ceará;Total - Federal, Estadual, Municipal e Privada;Rural;216,67;231,54;261,01;266,11;266,38;265,88;4,03;8,23;11,05;14,68;16,95;16,93;13,9;8,3;4,72;1,21;0,9;4,71;9,92;14,88;16,58;16,32;14,47;10,88;6,57;4,56;0,22;12,39;11,82;15,42;18,55;18,38;14,21;7,07;2,04;0,12;12,25;11,01;14,99;17,31;17,1;13,18;7,96;4,25;1,94;0;21;15,41;19,65;18,4;13,74;8,73;2,57;0,51;0;21,5;15,72;19,38;18,33;13,7;7,19;2,75;1,05;0,28;0,08;0
23;Ceará;Total - Federal, Estadual, Municipal e Privada;Total;221,85;233,46;267,95;269,08;275,3;272,5;2,97;6,32;9,63;14,15;17,86;18,63;15,18;9,28;4,97;1,01;0,82;3,42;8,32;14,42;17,77;18,41;15,31;11,13;6,49;3,74;0,18;10,25;9,68;13,97;18,39;19,79;15,89;8,97;2,97;0,09;10,52;10,02;14,72;17,96;18,38;14,02;8,34;4,14;1,89;0;19,07;12,82;16,23;17,63;15,88;11,31;5,55;1,47;0,05;20,51;14,31;17,24;17,94;13,03;8,81;4,5;2,13;1,11;0,43;0
23;Ceará;Total - Federal, Estadual, Municipal e Privada;Urbana;223,07;233,91;269,5;269,74;275,73;272,82;2,72;5,88;9,29;14,03;18,08;19,02;15,48;9,51;5,02;0,97;0,8;3,11;7,94;14,32;18,05;18,89;15,5;11,19;6,47;3,54;0,17;9,78;9,21;13,64;18,35;20,1;16,27;9,4;3,18;0,08;10,13;9,79;14,66;18,1;18,67;14,21;8,43;4,12;1,88;0;18,97;12,69;16,06;17,59;15,98;11,43;5,69;1,52;0,05;20,46;14,25;17,14;17,92;12,99;8,89;4,58;2,18;1,15;0,45;0
24;Rio Grande do Norte;Estadual;Rural;188,46;197,59;235,39;233,24;235,32;231,29;8,2;16,26;17,24;20,72;16,96;10,17;5,4;2,68;2,38;0;3,21;8,04;21,3;25,43;16,88;13,47;6,28;3,88;1,15;0,35;0;26,26;15,34;19,58;18,98;10,69;5,79;2,76;0,6;0;23,18;22,82;17,42;19,2;10,54;4,15;2,01;0,68;0;0;40,21;24,98;18,32;9,55;4,67;2,26;0;0;0;46,64;22,96;14,33;9,73;4,68;1,16;0,21;0,14;0,14;0;0
24;Rio Grande do Norte;Estadual;Total;193,15;202,83;239,66;240,1;254,6;250,16;6,88;14,12;17,39;18,94;16,8;12,51;7,99;3,62;1,5;0,25;2,31;8,68;16,73;22,4;20,48;14,87;8,71;4,17;1,26;0,4;0;23,35;15,34;18,79;18;12,91;7,68;3,14;0,75;0,03;20,52;17,36;20,01;18,88;13,18;6,81;2,36;0,7;0,18;0;29,48;17,54;18,44;15,75;11,14;5,53;1,86;0,26;0;32,55;17,37;18,09;16,12;9,46;4,71;1,3;0,29;0,1;0,01;0
24;Rio Grande do Norte;Estadual;Urbana;193,39;203,1;239,84;240,38;255,32;250,86;6,82;14,01;17,39;18,85;16,8;12,63;8,12;3,66;1,46;0,26;2,26;8,71;16,49;22,24;20,67;14,94;8,83;4,19;1,26;0,41;0;23,24;15,35;18,76;17,96;13;7,76;3,16;0,76;0,03;20,41;17,14;20,11;18,87;13,29;6,92;2,37;0,7;0,19;0;29,08;17,26;18,44;15,98;11,38;5,65;1,93;0,27;0;32,03;17,16;18,23;16,36;9,63;4,84;1,34;0,3;0,1;0,01;0
24;Rio Grande do Norte;Federal;Rural;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Federal;Total;260,11;284,13;;;;;0;0;0;7,14;7,14;7,14;50;14,29;14,29;0;0;0;0;0;7,14;7,14;28,57;21,43;14,29;21,43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Federal;Urbana;260,11;284,13;;;;;0;0;0;7,14;7,14;7,14;50;14,29;14,29;0;0;0;0;0;7,14;7,14;28,57;21,43;14,29;21,43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Municipal;Rural;171,42;182,96;229,67;230,97;;;13,91;22,15;22,16;17,19;12;7,09;3,69;1,23;0,47;0,13;5,08;15,73;24,43;24,59;15,42;9,2;3,89;1,25;0,34;0,07;0,01;27,64;20,69;18,73;15,63;10,18;5,09;1,58;0,45;0;25,31;19,73;22,19;16,24;10,39;4,51;1,13;0,37;0,13;0;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Municipal;Total;184,43;195,18;238,85;239,96;;;9,86;17,13;19,23;18,04;15;10,7;6,13;2,71;1,05;0,15;3,19;11,29;20,22;23,14;18,49;12,48;6,7;3,18;1,01;0,28;0,01;22,89;17,13;18,79;17,29;13,09;7,17;2,88;0,75;0,01;21,18;16,29;20,57;18,85;13,4;6,46;2,31;0,78;0,16;0;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Municipal;Urbana;188,65;199,13;241,08;242,14;;;8,54;15,5;18,28;18,32;15,98;11,87;6,93;3,19;1,24;0,16;2,58;9,85;18,86;22,67;19,49;13,55;7,61;3,81;1,23;0,34;0,01;21,74;16,27;18,81;17,69;13,79;7,67;3,2;0,82;0,01;20,18;15,46;20,18;19,49;14,13;6,93;2,59;0,88;0,17;0;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Privada;Rural;239,47;243,04;281,76;306,09;;;0;0;9,68;3,23;22,58;19,35;25,81;12,9;6,45;0;0;0;0;9,68;12,9;25,81;45,16;6,45;0;0;0;6,06;3,03;15,15;21,21;18,18;12,12;15,15;9,09;0;0;3,03;12,12;6,06;12,12;39,39;12,12;9,09;6,06;0;;;;;;;;;;;;;;;;;;;;
24;Rio Grande do Norte;Privada;Total;228,58;236,54;286,11;291,46;314,9;319,56;1,91;3,22;7,49;12,98;16,75;24,65;18,96;8,52;4,79;0,72;0,5;1,68;5,74;12,97;19,57;21,82;17,64;12,29;6,01;1,71;0,08;8,17;5,04;8,61;12,65;18,23;24,78;14,89;7,11;0,53;4,96;4,37;10,62;11,95;22,18;19,58;16,26;6,99;3,08;0;5,34;3,99;7,07;14,18;20,88;26,41;17,34;4,55;0,24;4,56;5,3;8,88;12,81;19,16;20,66;15,21;8,57;4,2;0,63;0
24;Rio Grande do Norte;Privada;Urbana;228,54;236,51;286,12;291,4;314,9;319,56;1,92;3,23;7,48;13,02;16,73;24,67;18,93;8,5;4,79;0,72;0,5;1,69;5,76;12,98;19,59;21,81;17,53;12,31;6,03;1,72;0,08;8,18;5,05;8,58;12,61;18,23;24,83;14,89;7,1;0,53;4,98;4,38;10,62;11,98;22,22;19,5;16,27;6,98;3,07;0;5,34;3,99;7,07;14,18;20,88;26,41;17,34;4,55;0,24;4,56;5,3;8,88;12,81;19,16;20,66;15,21;8,57;4,2;0,63;0
24;Rio Grande do Norte;Total - Estadual e Municipal;Rural;172,3;183,71;230,38;231,25;235,32;231,29;13,61;21,85;21,91;17,37;12,25;7,24;3,78;1,3;0,57;0,13;4,98;15,33;24,27;24,63;15,49;9,42;4,01;1,38;0,38;0,09;0,01;27,47;20,03;18,83;16,05;10,24;5,18;1,73;0,47;0;25,05;20,11;21,6;16,61;10,41;4,46;1,24;0,41;0,11;0;40,21;24,98;18,32;9,55;4,67;2,26;0;0;0;46,64;22,96;14,33;9,73;4,68;1,16;0,21;0,14;0,14;0;0
24;Rio Grande do Norte;Total - Estadual e Municipal;Total;186,27;196,79;239,19;240,02;254,6;250,16;9,23;16,49;18,84;18,23;15,38;11,08;6,53;2,9;1,15;0,17;3,01;10,73;19,48;22,98;18,91;12,99;7,12;3,39;1,06;0,3;0,01;23,08;16,38;18,79;17,58;13,01;7,39;2,99;0,75;0,02;20,9;16,74;20,34;18,87;13,31;6,6;2,33;0,74;0,17;0;29,48;17,54;18,44;15,75;11,14;5,53;1,86;0,26;0;32,55;17,37;18,09;16,12;9,46;4,71;1,3;0,29;0,1;0,01;0
24;Rio Grande do Norte;Total - Estadual e Municipal;Urbana;189,84;200,13;240,5;241,33;255,32;250,86;8,11;15,12;18,05;18,45;16,18;12,06;7,23;3,31;1,3;0,18;2,5;9,56;18,26;22,56;19,79;13,9;7,92;3,9;1,24;0,36;0,01;22,43;15,84;18,79;17,81;13,43;7,71;3,18;0,79;0,02;20,28;16,24;20,15;19,2;13,74;6,92;2,49;0,79;0,18;0;29,08;17,26;18,44;15,98;11,38;5,65;1,93;0,27;0;32,03;17,16;18,23;16,36;9,63;4,84;1,34;0,3;0,1;0,01;0
24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Rural;172,3;183,71;230,38;231,25;235,32;231,29;13,61;21,85;21,91;17,37;12,25;7,24;3,78;1,3;0,57;0,13;4,98;15,33;24,27;24,63;15,49;9,42;4,01;1,38;0,38;0,09;0,01;27,47;20,03;18,83;16,05;10,24;5,18;1,73;0,47;0;25,05;20,11;21,6;16,61;10,41;4,46;1,24;0,41;0,11;0;40,21;24,98;18,32;9,55;4,67;2,26;0;0;0;46,64;22,96;14,33;9,73;4,68;1,16;0,21;0,14;0,14;0;0
24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Total;186,3;196,83;239,19;240,02;254,6;250,16;9,22;16,49;18,83;18,23;15,38;11,08;6,54;2,9;1,15;0,17;3,01;10,73;19,48;22,98;18,91;12,98;7,13;3,4;1,07;0,31;0,01;23,08;16,38;18,79;17,58;13,01;7,39;2,99;0,75;0,02;20,9;16,74;20,34;18,87;13,31;6,6;2,33;0,74;0,17;0;29,48;17,54;18,44;15,75;11,14;5,53;1,86;0,26;0;32,55;17,37;18,09;16,12;9,46;4,71;1,3;0,29;0,1;0,01;0
24;Rio Grande do Norte;Total - Federal, Estadual e Municipal;Urbana;189,88;200,17;240,5;241,33;255,32;250,86;8,1;15,12;18,05;18,45;16,18;12,06;7,25;3,31;1,3;0,18;2,5;9,56;18,25;22,55;19,78;13,9;7,93;3,91;1,24;0,37;0,01;22,43;15,84;18,79;17,81;13,43;7,71;3,18;0,79;0,02;20,28;16,24;20,15;19,2;13,74;6,92;2,49;0,79;0,18;0;29,08;17,26;18,44;15,98;11,38;5,65;1,93;0,27;0;32,03;17,16;18,23;16,36;9,63;4,84;1,34;0,3;0,1;0,01;0
24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Rural;172,66;184,03;230,8;231,87;235,32;231,29;13,54;21,73;21,84;17,29;12,31;7,31;3,9;1,36;0,6;0,13;4,95;15,25;24,14;24,55;15,48;9,51;4,23;1,41;0,38;0,09;0,01;27,29;19,89;18,8;16,09;10,3;5,24;1,84;0,54;0;24,84;19,97;21,52;16,52;10,42;4,75;1,33;0,48;0,16;0;40,21;24,98;18,32;9,55;4,67;2,26;0;0;0;46,64;22,96;14,33;9,73;4,68;1,16;0,21;0,14;0,14;0;0
24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Total;195,48;205,45;248,99;250,77;264,55;261,61;7,64;13,6;16,37;17,09;15,68;14,03;9,24;4,12;1,94;0,29;2,46;8,77;16,49;20,8;19,05;14,9;9,41;5,33;2,14;0,62;0,03;19,97;14,01;16,66;16,55;14,1;11,02;5,48;2,08;0,12;17,57;14,15;18,31;17,42;15,16;9,32;5,24;2,05;0,78;0;25,5;15,3;16,56;15,49;12,75;8,98;4,42;0,97;0,04;27,93;15,38;16,57;15,58;11,06;7,34;3,59;1,66;0,77;0,12;0
24;Rio Grande do Norte;Total - Federal, Estadual, Municipal e Privada;Urbana;199,83;209,53;251,09;252,95;265,46;262,55;6,51;12,06;15,32;17,05;16,32;15,31;10,26;4,65;2,2;0,32;1,99;7,53;15,03;20,09;19,73;15,93;10,4;6,08;2,48;0,72;0,03;19,12;13,34;16,42;16,61;14,54;11,69;5,9;2,25;0,14;16,73;13,48;17,94;17,53;15,71;9,84;5,69;2,23;0,85;0;25,04;15;16,51;15,68;13;9,18;4,55;1;0,04;27,35;15,14;16,64;15,76;11,26;7,53;3,7;1,7;0,79;0,12;0
25;Paraíba;Estadual;Rural;176,29;186,76;229,44;230,61;257,91;255,45;11,21;24,12;19,36;15,99;11,34;10,43;4,95;1,8;0,54;0,27;3,42;13,54;24,63;26,7;14;10,74;4,44;1,58;0,94;0;0;27,4;19,26;19,68;17,22;9,5;4,68;1,91;0,35;0;27,81;19,67;18,76;16,51;10,01;5,02;1,18;0,86;0,18;0;24,21;18,89;21,96;16,56;10,85;5,65;1,78;0,1;0;27,14;18,11;21,05;16,08;10;5,59;1,55;0,35;0,14;0;0
25;Paraíba;Estadual;Total;192,07;203,38;244,16;244,61;265,97;261,32;7,44;15,5;17,05;17,75;15,67;13,57;7,96;3,42;1,33;0,32;2,29;8,49;17,32;21,62;19,79;15,25;8,97;4,19;1,6;0,47;0,02;19,74;15,3;18,83;18,56;14,3;9,05;3,25;0,95;0,01;18,63;15,31;19,13;19,96;15,63;7,86;2,58;0,72;0,19;0;22,38;15,25;17,8;18,33;13,86;8,72;3,16;0,48;0,02;24,77;16,09;18,56;18,29;12,26;6,58;2,43;0,78;0,18;0,06;0
25;Paraíba;Estadual;Urbana;193,41;204,79;245,34;245,73;266,24;261,52;7,12;14,77;16,85;17,9;16,04;13,84;8,21;3,55;1,39;0,32;2,19;8,06;16,7;21,19;20,28;15,63;9,35;4,41;1,66;0,51;0,02;19,13;14,98;18,76;18,67;14,69;9,4;3,35;0,99;0,01;17,9;14,96;19,16;20,23;16,08;8,09;2,69;0,71;0,19;0;22,32;15,12;17,66;18,39;13,96;8,82;3,21;0,5;0,02;24,69;16,02;18,47;18,36;12,33;6,61;2,46;0,8;0,18;0,06;0
25;Paraíba;Federal;Total;208,66;223,39;;;344,02;373,25;4,33;10,94;15,95;19,59;11,62;12,3;12,98;0;12,3;0;0;3,65;0;31,21;12,98;23,92;15,95;12,3;0;0;0;;;;;;;;;;;;;;;;;;;;0;0;12,2;2,44;7,32;19,51;43,9;14,63;0;0;0;0;2,44;7,32;17,07;31,71;4,88;31,71;4,88;0
25;Paraíba;Federal;Urbana;208,66;223,39;;;344,02;373,25;4,33;10,94;15,95;19,59;11,62;12,3;12,98;0;12,3;0;0;3,65;0;31,21;12,98;23,92;15,95;12,3;0;0;0;;;;;;;;;;;;;;;;;;;;0;0;12,2;2,44;7,32;19,51;43,9;14,63;0;0;0;0;2,44;7,32;17,07;31,71;4,88;31,71;4,88;0
25;Paraíba;Municipal;Rural;185,06;198,5;236,98;239,6;;;9,08;17,3;19,72;17,96;14,75;11,26;6,11;2,65;0,94;0,23;2,89;10,9;19,45;21,37;18,78;13,22;7,43;3,91;1,51;0,5;0,03;22,66;18,38;19,71;16,96;13,75;5,71;2,32;0,51;0;20,86;17;20,91;18,56;12,86;6,75;2,4;0,61;0,06;0;;;;;;;;;;;;;;;;;;;;
25;Paraíba;Municipal;Total;193,81;206,69;243,24;244,68;302,98;312,43;6,61;13,64;17,64;18,69;17,17;12,88;7,93;3,7;1,42;0,31;1,89;7,87;16,13;21,2;19,96;15,57;9,62;5,18;1,93;0,61;0,03;19,79;16,2;18,77;18,54;14,54;8,16;3,12;0,86;0,01;17,98;15,82;19,4;20,09;15,37;7,73;2,74;0,68;0,18;0;0;0;21,43;21,43;35,71;7,14;14,29;0;0;0;7,14;14,29;21,43;14,29;28,57;7,14;7,14;0;0;0
25;Paraíba;Municipal;Urbana;195,87;208,62;244,17;245,43;302,98;312,43;6,03;12,78;17,15;18,86;17,74;13,26;8,35;3,95;1,53;0,33;1,65;7,15;15,35;21,16;20,24;16,13;10,13;5,48;2,03;0,63;0,04;19,36;15,87;18,63;18,78;14,66;8,53;3,24;0,91;0,01;17,55;15,65;19,18;20,32;15,74;7,88;2,79;0,69;0,19;0;0;0;21,43;21,43;35,71;7,14;14,29;0;0;0;7,14;14,29;21,43;14,29;28,57;7,14;7,14;0;0;0
25;Paraíba;Privada;Rural;187,39;196,68;264,66;248,75;;;6,9;13,79;17,24;20,69;20,69;17,24;3,45;0;0;0;0;6,9;20,69;31,03;20,69;13,79;3,45;0;3,45;0;0;6,9;3,45;20,69;24,14;31,03;10,34;3,45;0;0;10,34;20,69;27,59;10,34;20,69;6,9;3,45;0;0;0;;;;;;;;;;;;;;;;;;;;
25;Paraíba;Privada;Total;230,38;240,65;290;296,74;318,3;330,75;1,06;3,19;6,26;13,02;20,93;22,36;17,69;8,81;6,01;0,65;0,5;1,46;5,24;10,09;17,31;23,72;19,35;13,81;5,67;2,86;0;4,39;5,45;8,98;14,52;20,64;22,62;16,71;6,5;0,2;3,3;4,72;9,11;13,14;20,69;20,03;14,69;9,33;5;0;4,72;4,11;6,39;13,48;20,28;25,78;19,46;5,67;0,12;4,39;3,86;7,12;12,29;15,16;18,22;16,41;11,39;7,25;3,9;0
25;Paraíba;Privada;Urbana;230,49;240,75;290,09;296,9;318,3;330,75;1,05;3,17;6,24;13;20,93;22,37;17,73;8,84;6,03;0,65;0,5;1,44;5,2;10,04;17,3;23,74;19,39;13,84;5,68;2,87;0;4,38;5,46;8,94;14,49;20,6;22,66;16,75;6,52;0,2;3,28;4,67;9,04;13,15;20,69;20,07;14,73;9,36;5,02;0;4,72;4,11;6,39;13,48;20,28;25,78;19,46;5,67;0,12;4,39;3,86;7,12;12,29;15,16;18,22;16,41;11,39;7,25;3,9;0
25;Paraíba;Total - Estadual e Municipal;Rural;184,56;197,83;234,94;237,17;257,91;255,45;9,21;17,69;19,7;17,84;14,55;11,21;6,05;2,6;0,91;0,24;2,92;11,05;19,74;21,68;18,51;13,07;7,26;3,78;1,48;0,47;0,03;23,94;18,62;19,7;17,03;12,6;5,43;2,21;0,47;0;22,74;17,72;20,33;18;12,09;6,28;2,07;0,68;0,09;0;24,21;18,89;21,96;16,56;10,85;5,65;1,78;0,1;0;27,14;18,11;21,05;16,08;10;5,59;1,55;0,35;0,14;0;0
25;Paraíba;Total - Estadual e Municipal;Total;193,59;206,26;243,6;244,65;265,99;261,35;6,72;13,88;17,56;18,57;16,98;12,97;7,93;3,67;1,41;0,31;1,94;7,95;16,29;21,26;19,94;15,53;9,53;5,05;1,89;0,59;0,03;19,77;15,85;18,8;18,55;14,45;8,51;3,17;0,89;0,01;18,24;15,62;19,29;20,04;15,47;7,78;2,68;0,7;0,18;0;22,37;15,24;17,8;18,33;13,87;8,72;3,17;0,48;0,02;24,75;16,09;18,56;18,29;12,26;6,59;2,43;0,79;0,18;0,06;0
25;Paraíba;Total - Estadual e Municipal;Urbana;195,52;208,06;244,65;245,55;266,26;261,55;6,19;13,07;17,11;18,72;17,5;13,34;8,33;3,9;1,51;0,33;1,73;7,29;15,55;21,16;20,25;16,06;10,02;5,32;1,98;0,62;0,03;19,27;15,51;18,69;18,74;14,67;8,89;3,28;0,94;0,01;17,7;15,37;19,17;20,28;15,88;7,96;2,75;0,7;0,19;0;22,31;15,12;17,66;18,39;13,97;8,82;3,22;0,5;0,02;24,67;16,02;18,47;18,36;12,33;6,63;2,46;0,8;0,18;0,06;0
25;Paraíba;Total - Federal, Estadual e Municipal;Rural;184,56;197,83;234,94;237,17;257,91;255,45;9,21;17,69;19,7;17,84;14,55;11,21;6,05;2,6;0,91;0,24;2,92;11,05;19,74;21,68;18,51;13,07;7,26;3,78;1,48;0,47;0,03;23,94;18,62;19,7;17,03;12,6;5,43;2,21;0,47;0;22,74;17,72;20,33;18;12,09;6,28;2,07;0,68;0,09;0;24,21;18,89;21,96;16,56;10,85;5,65;1,78;0,1;0;27,14;18,11;21,05;16,08;10;5,59;1,55;0,35;0,14;0;0
25;Paraíba;Total - Federal, Estadual e Municipal;Total;193,6;206,27;243,6;244,65;266,12;261,54;6,72;13,88;17,56;18,57;16,97;12,97;7,93;3,66;1,42;0,31;1,94;7,95;16,28;21,26;19,94;15,54;9,54;5,06;1,89;0,59;0,03;19,77;15,85;18,8;18,55;14,45;8,51;3,17;0,89;0,01;18,24;15,62;19,29;20,04;15,47;7,78;2,68;0,7;0,18;0;22,33;15,21;17,79;18,3;13,86;8,74;3,24;0,51;0,02;24,71;16,06;18,52;18,26;12,25;6,61;2,48;0,79;0,24;0,07;0
25;Paraíba;Total - Federal, Estadual e Municipal;Urbana;195,53;208,08;244,65;245,55;266,4;261,75;6,19;13,07;17,11;18,72;17,49;13,34;8,34;3,89;1,52;0,33;1,73;7,28;15,53;21,17;20,24;16,06;10,02;5,33;1,97;0,62;0,03;19,27;15,51;18,69;18,74;14,67;8,89;3,28;0,94;0,01;17,7;15,37;19,17;20,28;15,88;7,96;2,75;0,7;0,19;0;22,27;15,09;17,65;18,36;13,96;8,84;3,29;0,52;0,02;24,63;15,99;18,44;18,33;12,32;6,65;2,52;0,81;0,24;0,07;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Rural;184,57;197,82;235,16;237,26;257,91;255,45;9,2;17,67;19,69;17,86;14,57;11,24;6,04;2,59;0,91;0,24;2,91;11,04;19,75;21,71;18,52;13,08;7,25;3,76;1,49;0,47;0,03;23,82;18,51;19,71;17,08;12,73;5,47;2,22;0,46;0;22,65;17,74;20,38;17,95;12,15;6,28;2,08;0,67;0,09;0;24,21;18,89;21,96;16,56;10,85;5,65;1,78;0,1;0;27,14;18,11;21,05;16,08;10;5,59;1,55;0,35;0,14;0;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Total;201,81;213,95;252,35;254,47;275,69;274,24;5,46;11,5;15,04;17,33;17,86;15,06;10,11;4,81;2,44;0,39;1,62;6,5;13,81;18,77;19,35;17,36;11,73;7,01;2,73;1,1;0,03;16,87;13,88;16,94;17,79;15,62;11,17;5,72;1,95;0,05;15,42;13,56;17,37;18,74;16,46;10,09;4,94;2,32;1,09;0;19,1;13,18;15,7;17,42;15,04;11,86;6,21;1,45;0,03;20,98;13,82;16,43;17,17;12,78;8,74;5,04;2,74;1,52;0,77;0
25;Paraíba;Total - Federal, Estadual, Municipal e Privada;Urbana;204,55;216,51;254,02;256,14;276,18;274,75;4,86;10,51;14,3;17,25;18,38;15,67;10,76;5,17;2,68;0,41;1,41;5,78;12,87;18,3;19,48;18,04;12,44;7,53;2,93;1,2;0,03;16,2;13,44;16,68;17,86;15,89;11,73;6,06;2,09;0,05;14,72;13,16;17,08;18,81;16,87;10,46;5,22;2,48;1,18;0;18,97;13,02;15,53;17,44;15,15;12,03;6,33;1,49;0,04;20,82;13,71;16,31;17,2;12,86;8,83;5,13;2,8;1,56;0,79;0
26;Pernambuco;Estadual;Rural;200,29;224,12;251,58;257,94;269,25;273,23;7,18;9,37;16,89;16;18,3;17,28;10,17;4,23;0,59;0;1,75;7,25;9,64;19,31;16,03;13,84;12,98;11,29;2,12;4,74;1,05;15,29;14,03;18,38;19,92;15,82;10,9;4,42;1,25;0;12,6;13,04;18,11;20,18;17,08;10,7;4,28;3,07;0,95;0;18,94;16,02;19,38;18,67;13,83;9,13;3,49;0,54;0;18,76;15,22;19,21;17,77;12,58;8,15;5,21;2,2;0,66;0,23;0
