CO_UF;NO_UF;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
15;Pará;Privada;Urbana;Interior;233,2;231,22;286,79;279,78;301,51;311,6;3,62;5,75;14,34;17,29;24,39;16,88;10,58;4,61;2,19;0,43;2,33;5,57;16,83;21,3;20,25;17,21;10,43;3,74;1,14;0,75;3,7;5,08;10,79;15,86;22,65;23,98;11,67;6,26;0;4,87;9,13;13;19,15;18,57;18,6;10,33;5,05;1,14;0,17;8,3;6,03;14,14;14,18;22,21;19,75;11,5;3,37;0,54;5,8;7,04;12,26;15,02;20,15;16,59;12,06;5,25;3,94;1,88;0
15;Pará;Privada;Urbana;Total;232,08;230,44;284,28;277,89;307,62;316,98;3,25;6,59;14,86;17,37;23,41;17,67;9,37;4,93;2,1;0,39;2,16;7,1;15,72;20,6;21,61;17,37;9,46;3,78;1,36;0,44;4,4;6,28;10,8;17,36;22,09;20,15;12,97;5,95;0;5,21;10,44;14,16;17,85;18,73;16,69;10,4;4,25;1,98;0,29;7,16;5,26;11,54;13,77;20,8;21,89;14,51;4,3;0,78;5,73;7,37;11,25;13,07;17,48;17,43;11;8,47;5,35;2,86;0
15;Pará;Total - Estadual e Municipal;Rural;Capital;187,82;196;0;0;0;0;14,51;15,02;26,41;14,68;9,96;7,26;2,53;1,1;0;5,06;8,69;18,31;23,54;18,31;17,22;3,8;2,53;2,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;Pará;Total - Estadual e Municipal;Rural;Interior;167,71;178,79;221,16;219,5;231,45;231,8;24,91;25,73;17,03;10,76;5,46;2,54;0,85;0,27;0,04;3,64;17,94;29,3;24,74;13,71;6,48;2,92;0,97;0,24;0,06;0,01;32,47;22,78;20,59;13,86;7,05;2,42;0,67;0,15;0;31,88;25,3;22,25;12,61;5,31;1,93;0,57;0,11;0,02;0,01;47,87;20,58;15,58;9,72;4,38;1,49;0,32;0,06;0;45,05;23,4;17,5;8,15;4,16;1,35;0,34;0,05;0;0;0
15;Pará;Total - Estadual e Municipal;Rural;Total;167,76;178,82;221,16;219,5;231,45;231,8;24,89;25,71;17,04;10,77;5,47;2,55;0,85;0,28;0,04;3,64;17,93;29,28;24,73;13,72;6,5;2,92;0,97;0,24;0,06;0,01;32,47;22,78;20,59;13,86;7,05;2,42;0,67;0,15;0;31,88;25,3;22,25;12,61;5,31;1,93;0,57;0,11;0,02;0,01;47,87;20,58;15,58;9,72;4,38;1,49;0,32;0,06;0;45,05;23,4;17,5;8,15;4,16;1,35;0,34;0,05;0;0;0
15;Pará;Total - Estadual e Municipal;Total;Capital;195,36;199,4;238,63;230,64;241,26;239,91;11,92;18,42;21,39;19,04;13,32;7,49;2,98;0,97;0,23;1,55;8,66;19,25;23,71;21;14,67;7,45;2,69;0,8;0,18;0,03;21,26;17,32;20,27;19;13,17;6,56;1,84;0,57;0;23,49;21,86;23,38;16,76;9,33;3,81;1,06;0,27;0,04;0;41,04;17,6;15,84;12,41;8,03;3,61;1,31;0,14;0,02;40,05;21,41;16,62;11,18;6,32;2,7;1,22;0,38;0,13;0;0
15;Pará;Total - Estadual e Municipal;Total;Interior;182,91;191,25;233,14;228,73;236,83;236,41;17,67;22,12;19,77;15,21;9,68;4,98;2,11;0,65;0,17;2,28;12,18;23,46;24,67;17,95;10,82;5,65;2,18;0,62;0,15;0,04;24,43;19,33;20,79;17,37;11,15;5,05;1,46;0,42;0;25,27;22,76;22,89;15,45;8,44;3,72;1,13;0,28;0,05;0,01;43,54;19,38;16,49;11,21;6,05;2,47;0,72;0,13;0,01;41,7;22,89;17,43;10,05;4,99;2,1;0,64;0,14;0,05;0,01;0
15;Pará;Total - Estadual e Municipal;Total;Total;184,23;192,11;233,78;228,95;237,48;236,92;17,06;21,73;19,94;15,62;10,06;5,25;2,21;0,69;0,17;2,2;11,81;23,02;24,57;18,27;11,23;5,84;2,23;0,64;0,15;0,04;24,06;19,1;20,73;17,56;11,39;5,22;1,51;0,44;0;25,06;22,66;22,94;15,61;8,55;3,73;1,12;0,28;0,05;0,01;43,17;19,12;16,39;11,39;6,34;2,64;0,8;0,13;0,01;41,46;22,67;17,31;10,22;5,19;2,19;0,72;0,17;0,06;0,01;0
15;Pará;Total - Estadual e Municipal;Urbana;Capital;195,4;199,42;238,63;230,64;241,26;239,91;11,91;18,44;21,37;19,06;13,34;7,49;2,98;0,97;0,24;1,53;8,66;19,26;23,72;21,01;14,66;7,47;2,69;0,79;0,18;0,03;21,26;17,32;20,27;19;13,17;6,56;1,84;0,57;0;23,49;21,86;23,38;16,76;9,33;3,81;1,06;0,27;0,04;0;41,04;17,6;15,84;12,41;8,03;3,61;1,31;0,14;0,02;40,05;21,41;16,62;11,18;6,32;2,7;1,22;0,38;0,13;0;0
15;Pará;Total - Estadual e Municipal;Urbana;Interior;189,77;196,87;238,4;232,77;237,24;236,76;14,4;20,5;21;17,22;11,58;6,08;2,69;0,83;0,23;1,67;9,58;20,83;24,64;19,87;12,78;6,88;2,72;0,79;0,19;0,05;20,9;17,82;20,87;18,91;12,95;6,2;1,81;0,54;0;22,37;21,66;23,17;16,7;9,82;4,5;1,37;0,35;0,06;0,01;43,21;19,29;16,56;11,32;6,18;2,54;0,75;0,13;0,01;41,45;22,85;17,42;10,2;5,06;2,16;0,66;0,15;0,05;0,01;0
15;Pará;Total - Estadual e Municipal;Urbana;Total;190,59;197,24;238,44;232,43;237,87;237,25;14,04;20,2;21,06;17,49;11,84;6,29;2,73;0,85;0,23;1,65;9,45;20,6;24,51;20,03;13,05;6,96;2,71;0,79;0,19;0,05;20,96;17,74;20,78;18,92;12,99;6,26;1,81;0,54;0;22,55;21,69;23,2;16,71;9,74;4,39;1,32;0,34;0,06;0,01;42,87;19,03;16,44;11,49;6,47;2,71;0,83;0,14;0,01;41,23;22,63;17,3;10,35;5,25;2,24;0,75;0,18;0,06;0,01;0
15;Pará;Total - Federal, Estadual e Municipal;Rural;Capital;187,82;196;0;0;0;0;14,51;15,02;26,41;14,68;9,96;7,26;2,53;1,1;0;5,06;8,69;18,31;23,54;18,31;17,22;3,8;2,53;2,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;Pará;Total - Federal, Estadual e Municipal;Rural;Interior;167,71;178,79;221,16;219,5;231,45;231,8;24,91;25,73;17,03;10,76;5,46;2,54;0,85;0,27;0,04;3,64;17,94;29,3;24,74;13,71;6,48;2,92;0,97;0,24;0,06;0,01;32,47;22,78;20,59;13,86;7,05;2,42;0,67;0,15;0;31,88;25,3;22,25;12,61;5,31;1,93;0,57;0,11;0,02;0,01;47,87;20,58;15,58;9,72;4,38;1,49;0,32;0,06;0;45,05;23,4;17,5;8,15;4,16;1,35;0,34;0,05;0;0;0
15;Pará;Total - Federal, Estadual e Municipal;Rural;Total;167,76;178,82;221,16;219,5;231,45;231,8;24,89;25,71;17,04;10,77;5,47;2,55;0,85;0,28;0,04;3,64;17,93;29,28;24,73;13,72;6,5;2,92;0,97;0,24;0,06;0,01;32,47;22,78;20,59;13,86;7,05;2,42;0,67;0,15;0;31,88;25,3;22,25;12,61;5,31;1,93;0,57;0,11;0,02;0,01;47,87;20,58;15,58;9,72;4,38;1,49;0,32;0,06;0;45,05;23,4;17,5;8,15;4,16;1,35;0,34;0,05;0;0;0
15;Pará;Total - Federal, Estadual e Municipal;Total;Capital;195,93;199,88;240,13;232,42;242,89;241,71;11,8;18,27;21,24;19,04;13,41;7,63;3,14;1,02;0,27;1,53;8,59;19,09;23,53;21;14,78;7,56;2,83;0,86;0,21;0,03;20,74;16,97;19,95;18,84;13,42;7,05;2,3;0,73;0;22,95;21,36;23,01;16,74;9,63;4,16;1,45;0,56;0,11;0,03;40,29;17,32;15,65;12,37;8,31;4,1;1,62;0,29;0,05;39,28;21,14;16,46;11,18;6,47;2,99;1,53;0,58;0,29;0,06;0
15;Pará;Total - Federal, Estadual e Municipal;Total;Interior;182,91;191,25;233,14;228,73;236,83;236,41;17,67;22,12;19,77;15,21;9,68;4,98;2,11;0,65;0,17;2,28;12,18;23,46;24,67;17,95;10,82;5,65;2,18;0,62;0,15;0,04;24,43;19,33;20,79;17,37;11,15;5,05;1,46;0,42;0;25,27;22,76;22,89;15,45;8,44;3,72;1,13;0,28;0,05;0,01;43,54;19,38;16,49;11,21;6,05;2,47;0,72;0,13;0,01;41,7;22,89;17,43;10,05;4,99;2,1;0,64;0,14;0,05;0,01;0
15;Pará;Total - Federal, Estadual e Municipal;Total;Total;184,31;192,17;233,97;229,17;237,74;237,2;17,04;21,71;19,92;15,62;10,08;5,26;2,22;0,69;0,18;2,2;11,8;23;24,55;18,28;11,25;5,85;2,25;0,65;0,16;0,04;23,99;19,05;20,69;17,55;11,42;5,29;1,56;0,46;0;24,99;22,6;22,9;15,61;8,59;3,77;1,17;0,31;0,05;0,01;43,05;19,07;16,36;11,39;6,39;2,71;0,85;0,15;0,02;41,34;22,63;17,29;10,22;5,21;2,23;0,77;0,21;0,08;0,02;0
15;Pará;Total - Federal, Estadual e Municipal;Urbana;Capital;195,97;199,9;240,13;232,42;242,89;241,71;11,78;18,28;21,21;19,06;13,43;7,63;3,15;1,02;0,27;1,51;8,59;19,09;23,53;21,01;14,76;7,58;2,83;0,85;0,21;0,03;20,74;16,97;19,95;18,84;13,42;7,05;2,3;0,73;0;22,95;21,36;23,01;16,74;9,63;4,16;1,45;0,56;0,11;0,03;40,29;17,32;15,65;12,37;8,31;4,1;1,62;0,29;0,05;39,28;21,14;16,46;11,18;6,47;2,99;1,53;0,58;0,29;0,06;0
15;Pará;Total - Federal, Estadual e Municipal;Urbana;Interior;189,77;196,87;238,4;232,77;237,24;236,76;14,4;20,5;21;17,22;11,58;6,08;2,69;0,83;0,23;1,67;9,58;20,83;24,64;19,87;12,78;6,88;2,72;0,79;0,19;0,05;20,9;17,82;20,87;18,91;12,95;6,2;1,81;0,54;0;22,37;21,66;23,17;16,7;9,82;4,5;1,37;0,35;0,06;0,01;43,21;19,29;16,56;11,32;6,18;2,54;0,75;0,13;0,01;41,45;22,85;17,42;10,2;5,06;2,16;0,66;0,15;0,05;0,01;0
15;Pará;Total - Federal, Estadual e Municipal;Urbana;Total;190,68;197,31;238,68;232,71;238,14;237,54;14,01;20,17;21,03;17,49;11,85;6,31;2,75;0,86;0,23;1,64;9,44;20,58;24,48;20,04;13,07;6,98;2,74;0,8;0,19;0,05;20,87;17,68;20,72;18,9;13,03;6,34;1,89;0,57;0;22,46;21,61;23,14;16,71;9,79;4,44;1,38;0,38;0,07;0,02;42,75;18,98;16,41;11,49;6,52;2,79;0,89;0,16;0,02;41,1;22,58;17,27;10,35;5,28;2,29;0,8;0,22;0,09;0,02;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Capital;187,82;196;0;0;0;0;14,51;15,02;26,41;14,68;9,96;7,26;2,53;1,1;0;5,06;8,69;18,31;23,54;18,31;17,22;3,8;2,53;2,53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Interior;167,79;178,85;221,21;219,56;232,37;232,55;24,85;25,72;17,07;10,79;5,48;2,55;0,85;0,27;0,04;3,63;17,91;29,26;24,75;13,75;6,51;2,92;0,97;0,24;0,06;0,01;32,42;22,74;20,66;13,87;7,05;2,44;0,67;0,15;0;31,84;25,21;22,31;12,68;5,32;1,93;0,57;0,11;0,02;0,01;47,35;20,34;15,47;9,95;4,49;1,89;0,43;0,06;0;44,52;23,23;17,53;8,41;4,44;1,38;0,41;0,1;0;0;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Rural;Total;167,83;178,88;221,21;219,56;232,37;232,55;24,83;25,69;17,09;10,8;5,49;2,56;0,85;0,27;0,04;3,63;17,89;29,24;24,74;13,76;6,53;2,92;0,98;0,24;0,06;0,01;32,42;22,74;20,66;13,87;7,05;2,44;0,67;0,15;0;31,84;25,21;22,31;12,68;5,32;1,93;0,57;0,11;0,02;0,01;47,35;20,34;15,47;9,95;4,49;1,89;0,43;0,06;0;44,52;23,23;17,53;8,41;4,44;1,38;0,41;0,1;0;0;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Capital;205,05;207,65;253,13;246,07;262,55;264,07;9,4;15,5;19,74;18,63;15,69;10,57;4,33;2,17;0,72;1,21;6,82;16,5;21,06;20,63;17,09;10,21;4,22;1,65;0,59;0,02;15,84;14,04;17,06;18,92;15,95;9,78;6,14;2,26;0;17,48;18,4;20,64;16,62;12,56;7,41;4,3;1,43;1;0,16;30,8;13,77;13,77;12,64;11,36;9,63;6,05;1,67;0,32;29,98;17,43;14,73;11,15;8,75;7,23;3,85;3,69;2,09;1,12;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Interior;185,81;193,55;236,75;232,16;241,1;241,35;16,85;21,18;19,46;15,33;10,52;5,66;2,6;0,88;0,28;2,17;11,61;22,43;24,22;18,15;11,37;6,31;2,65;0,8;0,21;0,08;23,03;18,37;20,14;17,27;11,92;6,32;2,14;0,81;0;23,89;21,83;22,24;15,72;9,12;4,71;1,74;0,6;0,12;0,02;41,22;18,5;16,33;11,42;7,11;3,62;1,43;0,34;0,04;39,33;21,85;17,09;10,39;6;3,05;1,39;0,47;0,3;0,13;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Total;Total;188,37;195,42;239,29;234,32;245,06;245,54;15,86;20,43;19,5;15,77;11,21;6,32;2,83;1,05;0,34;2,04;10,98;21,64;23,8;18,48;12,13;6,83;2,86;0,91;0,26;0,07;21,92;17,7;19,66;17,53;12,54;6,86;2,76;1,04;0;22,9;21,3;21,99;15,86;9,66;5,13;2,14;0,73;0,26;0,04;39,29;17,62;15,85;11,64;7,9;4,73;2,28;0,59;0,09;37,61;21,03;16,66;10,53;6,51;3,82;1,84;1,07;0,63;0,31;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;205,11;207,7;253,13;246,07;262,55;264,07;9,38;15,5;19,72;18,64;15,71;10,59;4,33;2,18;0,72;1,2;6,82;16,49;21,05;20,64;17,09;10,23;4,23;1,64;0,6;0,02;15,84;14,04;17,06;18,92;15,95;9,78;6,14;2,26;0;17,48;18,4;20,64;16,62;12,56;7,41;4,3;1,43;1;0,16;30,8;13,77;13,77;12,64;11,36;9,63;6,05;1,67;0,32;29,98;17,43;14,73;11,15;8,75;7,23;3,85;3,69;2,09;1,12;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;193,3;199,66;242,94;237,18;241,72;241,97;13,52;19,3;20,46;17,22;12,62;6,96;3,33;1,13;0,39;1,57;8,99;19,59;24,01;19,98;13,39;7,72;3,35;1,03;0,27;0,11;19,29;16,63;19,93;18,62;13,86;7,87;2,73;1,08;0;20,73;20,48;22,21;16,93;10,64;5,82;2,21;0,79;0,16;0,03;40,78;18,37;16,39;11,52;7,3;3,74;1,5;0,36;0,05;38,96;21,75;17,06;10,53;6,11;3,16;1,46;0,5;0,32;0,14;0
15;Pará;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;195,4;201,09;245,02;239;245,78;246,29;12,79;18,62;20,33;17,48;13,17;7,6;3,51;1,32;0,45;1,5;8,61;19,04;23,48;20,1;14,05;8,16;3,5;1,14;0,33;0,09;18,58;16,1;19,34;18,68;14,29;8,26;3,43;1,32;0;20,07;20,06;21,89;16,87;11,03;6,15;2,64;0,92;0,33;0,05;38,83;17,47;15,88;11,74;8,09;4,89;2,39;0,62;0,1;37,21;20,91;16,61;10,65;6,62;3,96;1,92;1,12;0,67;0,33;0
16;Amapá;Estadual;Rural;Capital;170,61;180;218,58;215;238,75;238,11;19,08;25,89;19,38;13,67;6,86;1,93;0,62;0;0;3,62;16,03;26,97;27,03;15,48;8,09;1,87;0,91;0;0;0;36,03;22,51;18,89;13,09;6,49;2,24;0,56;0,2;0;34,4;28,35;20,67;11,94;2,82;1,38;0,43;0;0;0;37,99;24,33;19,05;11,51;4,25;1,31;1,27;0,29;0;35,42;25,46;22,67;10,36;4,92;0,88;0,29;0;0;0;0
16;Amapá;Estadual;Rural;Interior;159,86;170,91;209,27;209,23;232,83;231,04;29,57;25,25;16,18;7,36;4,12;1,08;0,93;0;0;5,33;23,3;30,89;23,77;10,57;4,14;1,28;0,5;0,23;0;0;45,66;20,11;19,67;9,43;4,27;0,63;0,1;0,12;0;44,58;21,44;20,78;9,24;2,82;1,13;0;0;0;0;44,49;24,9;16,02;10,87;2,4;1;0,33;0;0;48,37;21,95;16,29;9,36;2,82;0,87;0,33;0;0;0;0
16;Amapá;Estadual;Rural;Total;164,41;174,75;212,86;211,45;234,97;233,59;25,14;25,52;17,53;10,03;5,28;1,44;0,8;0;0;4,6;20,23;29,23;25,14;12,65;5,81;1,53;0,67;0,13;0;0;41,95;21,03;19,37;10,84;5,13;1,25;0,28;0,15;0;40,66;24,11;20,74;10,28;2,82;1,23;0,16;0;0;0;42,15;24,69;17,11;11,1;3,07;1,11;0,67;0,1;0;43,69;23,22;18,6;9,72;3,58;0,88;0,31;0;0;0;0
16;Amapá;Estadual;Total;Capital;184,09;191,65;235,76;227,79;249,61;244,46;14,74;22,51;20,81;17,89;9,77;4,36;2,08;0,38;0,18;2,94;9,94;22,78;26,21;19,06;11,74;4,98;1,88;0,29;0,15;0,04;22,35;19,09;20,26;18,82;12,02;5,19;1,75;0,51;0;25,06;24,25;22,73;15,33;8,25;3,48;0,75;0,16;0;0;31,29;19,78;19;15,16;9,15;3,81;1,41;0,38;0,02;32,8;23,9;20,19;12,32;6,81;2,95;0,78;0,15;0,08;0,02;0
16;Amapá;Estadual;Total;Interior;177,06;185,35;222,86;219,88;240,45;237,45;20,3;23,57;19,43;12,77;7,61;4,17;1,93;0,54;0,21;3,67;14,54;25,51;24,02;17,11;8,65;4,22;1,92;0,35;0;0;32,71;20,68;20,45;13,9;8,73;2,7;0,55;0,27;0;32,29;24,02;22,41;12,92;5,65;2,26;0,36;0,06;0,03;0;39,15;21,26;18,18;11,75;6,4;2,41;0,68;0,17;0;40,45;23,62;18,18;9,96;5,23;1,85;0,61;0,1;0;0;0
16;Amapá;Estadual;Total;Total;181,01;188,9;230,37;224,48;245,88;241,61;17,17;22,97;20,21;15,65;8,83;4,28;2,01;0,45;0,19;3,26;11,95;23,97;25,25;18,2;10,39;4,65;1,9;0,32;0,09;0,02;26,68;19,76;20,34;16,77;10,65;4,15;1,25;0,41;0;28,08;24,15;22,59;14,32;7,16;2,97;0,59;0,12;0,01;0;34,49;20,38;18,67;13,77;8,03;3,24;1,11;0,29;0,01;35,91;23,79;19,37;11,36;6,16;2,5;0,71;0,13;0,05;0,01;0
16;Amapá;Estadual;Urbana;Capital;188,1;195,12;238,13;229,55;250,58;245,03;13,45;21,51;21,24;19,14;10,64;5,08;2,51;0,49;0,23;2,74;8,13;21,53;25,97;20,12;12,82;5,9;2,17;0,37;0,2;0,05;20,46;18,62;20,45;19,61;12,78;5,6;1,92;0,56;0;23,77;23,68;23,01;15,8;9;3,77;0,79;0,18;0;0;30,69;19,37;19;15,49;9,59;4,04;1,42;0,39;0,02;32,56;23,76;19,97;12,5;6,97;3,13;0,83;0,16;0,09;0,02;0
16;Amapá;Estadual;Urbana;Interior;188,68;195,11;227,89;223,82;242,5;239,17;14,04;22,43;21,63;16,42;9,97;6,26;2,6;0,9;0,35;2,55;8,63;21,87;24,19;21,52;11,7;6,21;2,89;0,44;0;0;27,92;20,9;20,73;15,56;10,38;3,47;0,72;0,32;0;27,75;24,97;23,01;14,28;6,69;2,68;0,5;0,08;0,05;0;37,71;20,29;18,76;11,98;7,48;2,78;0,78;0,22;0;38,33;24,07;18,69;10,12;5,88;2,11;0,68;0,13;0;0;0
16;Amapá;Estadual;Urbana;Total;188,31;195,12;234,31;227,41;247,58;242,86;13,67;21,85;21,39;18,12;10,39;5,52;2,55;0,64;0,28;2,67;8,32;21,66;25,3;20,65;12,4;6,02;2,44;0,4;0,12;0,03;23,25;19,47;20,56;18,1;11,89;4,8;1,47;0,47;0;25,26;24,16;23,01;15,23;8,14;3,36;0,68;0,14;0,02;0;33,3;19,71;18,91;14,19;8,81;3,57;1,18;0,32;0,01;34,7;23,88;19,49;11,62;6,57;2,75;0,77;0,15;0,06;0,01;0
16;Amapá;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Total;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Total;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Total;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Urbana;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Urbana;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Federal;Urbana;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Rural;Capital;177,17;188,48;0;0;0;0;21,03;19,69;18,12;14,45;9,33;3,5;1,7;0,67;0,45;5,49;10,68;23,07;24,87;17,87;10,48;4,99;1,91;0,42;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Rural;Interior;161,71;174,2;0;0;0;0;27,36;24,98;14,95;10,71;3,45;1,55;0,81;0;0;4,52;21,75;29,4;20,96;16,14;5,92;0,63;0,46;0;0,22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Rural;Total;169,4;181,3;0;0;0;0;24,21;22,35;16,53;12,57;6,38;2,52;1,25;0,33;0,23;5;16,24;26,25;22,9;17;8,19;2,8;1,18;0,21;0,23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Total;Capital;183,07;188,88;266,73;240,62;0;0;16,54;19,89;20,28;16,66;9,99;4,54;2,11;0,77;0,09;4,06;11,9;21,86;25,77;18,71;11,14;4,67;1,59;0,22;0,04;0,02;12,5;9,38;6,25;21,88;31,25;9,38;6,25;3,13;0;21,88;15,63;18,75;28,13;6,25;0;6,25;3,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Total;Interior;178,26;186,01;238,4;228,38;0;0;18,5;21,89;20,59;13,91;9,1;3,77;1,44;0,62;0,06;2,93;14,4;24,72;24,75;17,49;9,87;4,08;1,45;0,24;0,06;0,03;18,35;19,96;24,25;17,01;12,75;5,26;1,76;0,66;0;21,5;26,6;26,2;15,57;5,98;3,47;0,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Total;Total;180,91;187,6;240,9;229,46;0;0;17,42;20,78;20,42;15,42;9,59;4,2;1,81;0,7;0,08;3,55;13,02;23,14;25,31;18,16;10,57;4,41;1,53;0,23;0,05;0,03;17,83;19,03;22,66;17,44;14,38;5,63;2,16;0,88;0;21,53;25,64;25,54;16,67;6;3,17;1,17;0,28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;Amapá;Municipal;Urbana;Capital;183,74;188,93;266,73;240,62;0;0;16,03;19,91;20,53;16,91;10,07;4,66;2,16;0,78;0,05;3,9;12,04;21,72;25,87;18,81;11,22;4,64;1,55;0,2;0,02;0,03;12,5;9,38;6,25;21,88;31,25;9,38;6,25;3,13;0;21,88;15,63;18,75;28,13;6,25;0;6,25;3,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
