CO_REGIAO;NO_REGIAO;DEPENDENCIA_ADM;LOCALIZACAO;CAPITAL;MEDIA_5_LP;MEDIA_5_MT;MEDIA_9_LP;MEDIA_9_MT;MEDIA_12_LP;MEDIA_12_MT;nivel_1_LP5;nivel_2_LP5;nivel_3_LP5;nivel_4_LP5;nivel_5_LP5;nivel_6_LP5;nivel_7_LP5;nivel_8_LP5;nivel_9_LP5;nivel_0_MT5;nivel_1_MT5;nivel_2_MT5;nivel_3_MT5;nivel_4_MT5;nivel_5_MT5;nivel_6_MT5;nivel_7_MT5;nivel_8_MT5;nivel_9_MT5;nivel_10_MT5;nivel_0_LP9;nivel_1_LP9;nivel_2_LP9;nivel_3_LP9;nivel_4_LP9;nivel_5_LP9;nivel_6_LP9;nivel_7_LP9;nivel_8_LP9;nivel_0_MT9;nivel_1_MT9;nivel_2_MT9;nivel_3_MT9;nivel_4_MT9;nivel_5_MT9;nivel_6_MT9;nivel_7_MT9;nivel_8_MT9;nivel_9_MT9;nivel_0_LP12;nivel_1_LP12;nivel_2_LP12;nivel_3_LP12;nivel_4_LP12;nivel_5_LP12;nivel_6_LP12;nivel_7_LP12;nivel_8_LP12;nivel_0_MT12;nivel_1_MT12;nivel_2_MT12;nivel_3_MT12;nivel_4_MT12;nivel_5_MT12;nivel_6_MT12;nivel_7_MT12;nivel_8_MT12;nivel_9_MT12;nivel_10_MT12
4;Sul;Total - Federal, Estadual, Municipal e Privada;Total;Interior;224,45;235,55;266,55;268,62;273,82;278,58;4;9,19;15,79;20,23;20,28;15,35;8,87;4,03;0,97;0,45;2,23;6,66;12,8;18,29;21,68;18,69;11,62;5,28;1,79;0,5;9,57;9,54;15,15;20,02;20,8;14,99;7,01;2,91;0;7,92;10;16,82;20,23;19,38;13,79;7,41;3,18;1,02;0,24;18,8;13,46;17,09;18,41;15,66;10,16;4,76;1,5;0,17;16,23;15,26;17,98;16,88;13,81;9,98;5,4;2,61;1,29;0,54;0,02
4;Sul;Total - Federal, Estadual, Municipal e Privada;Total;Total;224,63;235,79;267,12;269,47;275,86;281,03;4,04;9,13;15,65;20,12;20,28;15,38;8,98;4,11;0,99;0,47;2,26;6,62;12,76;18,13;21,51;18,79;11,72;5,35;1,85;0,52;9,59;9,47;14,91;19,71;20,67;15,24;7,26;3,15;0;7,9;9,85;16,61;19,98;19,21;13,87;7,7;3,41;1,18;0,29;18,36;12,92;16,54;17,95;15,78;10,94;5,51;1,82;0,18;15,99;14,74;17,34;16,51;13,7;10,08;6,01;3,15;1,7;0,75;0,03
4;Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Capital;225,91;237,55;271,35;275,68;287,78;295,41;4,3;8,72;14,62;19,3;20,25;15,57;9,78;4,66;1,13;0,63;2,51;6,3;12,42;17,02;20,26;19,55;12,43;5,9;2,3;0,67;9,73;8,89;13,15;17,43;19,73;17,08;9,11;4,88;0;7,77;8,74;15,09;18,18;17,97;14,41;9,81;5,09;2,33;0,61;15,8;9,74;13,32;15,27;16,51;15,55;9,88;3,69;0,23;14,59;11,71;13,62;14,37;13,03;10,7;9,58;6,29;4,05;1,99;0,07
4;Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Interior;225,44;236,46;267,53;269,42;274,41;279,1;3,81;8,89;15,51;20,17;20,47;15,64;9,12;4,17;1;0,44;2,13;6,42;12,52;18,11;21,72;18,9;11,91;5,46;1,87;0,52;9,26;9,26;14,94;19,95;20,99;15,32;7,24;3,04;0;7,71;9,81;16,62;20,17;19,47;14,01;7,6;3,29;1,07;0,26;18,53;13,3;17,01;18,44;15,81;10,33;4,87;1,54;0,17;16,07;15,14;17,84;16,9;13,87;10,1;5,5;2,67;1,33;0,56;0,02
4;Sul;Total - Federal, Estadual, Municipal e Privada;Urbana;Total;225,5;236,6;268,02;270,23;276,42;281,55;3,87;8,87;15,4;20,06;20,44;15,63;9,2;4,23;1,02;0,46;2,18;6,41;12,51;17,97;21,53;18,98;11,98;5,51;1,92;0,54;9,32;9,21;14,71;19,62;20,83;15,55;7,48;3,28;0;7,71;9,67;16,42;19,92;19,28;14,06;7,88;3,52;1,23;0,3;18,12;12,76;16,46;17,96;15,92;11,11;5,63;1,86;0,18;15,85;14,63;17,2;16,52;13,74;10,19;6,11;3,22;1,74;0,77;0,03
5;Centro-Oeste;Estadual;Rural;Capital;213,88;223,49;249,35;252,16;264,76;266,84;5,52;12,78;18,21;20,46;19,29;13,21;5,98;1,93;0,52;0,29;2,96;9,38;16,83;21,17;21,97;17,69;7,31;1,82;0,59;0;15,78;13,38;19,05;20,31;18,67;8,28;3,42;1,11;0;12,13;14,84;20,59;21,65;16,29;9,31;3,9;0,98;0,21;0,1;24,65;13,64;21,05;15,77;10,99;10,79;2,23;0,89;0;16,88;18,2;22,16;16,86;15,91;8,09;1,64;0;0,25;0;0
5;Centro-Oeste;Estadual;Rural;Interior;197,96;208;242,52;244,63;250,05;253,4;10,56;17,78;21,55;19,3;14,38;7,47;3,78;1,01;0,37;1,18;6,58;15,74;21,82;19,72;18,35;10,35;4,33;1,48;0,32;0,12;19,38;16,85;18,11;20,15;15,11;7,26;2,34;0,8;0;17,33;16,87;20,51;19,52;14,21;7,41;2,65;1,01;0,44;0,06;31,45;19,21;20,17;15,75;8,45;3,86;0,79;0,33;0;25,51;23,05;21,72;15,18;8,94;4,17;1,13;0,27;0,02;0;0
5;Centro-Oeste;Estadual;Rural;Total;206,18;215,99;244,02;246,28;251,58;254,81;7,96;15,2;19,82;19,9;16,92;10,43;4,91;1,48;0,45;0,72;4,71;12,46;19,25;20,47;20,22;14,14;5,87;1,65;0,46;0,06;18,59;16,09;18,31;20,19;15,89;7,48;2,58;0,87;0;16,19;16,42;20,53;19,99;14,67;7,83;2,92;1,01;0,39;0,07;30,74;18,63;20,26;15,75;8,72;4,58;0,94;0,39;0;24,61;22,54;21,76;15,36;9,67;4,58;1,19;0,25;0,05;0;0
5;Centro-Oeste;Estadual;Total;Capital;218,89;227,18;256,02;255,52;265,38;266,58;4,74;10,45;17,59;21,41;19,75;14,13;7,01;2,85;0,66;0,47;2,68;8,17;15,2;20,85;22,82;17,18;8,76;2,87;0,83;0,17;14,26;11,58;16,5;20,03;19,14;12,23;4,54;1,71;0;11,95;13,44;19,91;20,63;16,96;10,52;4,65;1,46;0,4;0,09;24,42;13,61;16,63;17,72;14,38;8,89;3,45;0,85;0,05;22,1;16,65;18,39;16,25;12,98;8,25;3,6;1,36;0,33;0,11;0
5;Centro-Oeste;Estadual;Total;Interior;212,28;221,77;258,99;257;265,13;266,31;6,97;12,45;18,21;20,34;17,67;12,35;6,23;2,44;0,63;0,92;4,1;10,61;17,23;20,18;20,17;14,64;7,98;3,06;0,91;0,22;11,72;11,49;16,85;20,99;19,9;12,37;4,96;1,72;0;11,68;13,79;19,2;19,92;16,85;10,92;5,11;1,88;0,54;0,11;21,59;15,62;19,14;19,15;14,33;7,22;2,41;0,51;0,03;19,72;18,42;20,41;17,02;12,61;7,5;3,02;0,97;0,28;0,05;0
5;Centro-Oeste;Estadual;Total;Total;215,95;224,76;258,01;256,52;265,21;266,4;5,74;11,34;17,86;20,93;18,82;13,33;6,66;2,66;0,64;0,67;3,31;9,26;16,11;20,55;21,64;16,04;8,41;2,95;0,86;0,19;12,56;11,52;16,73;20,68;19,65;12,32;4,82;1,71;0;11,77;13,68;19,43;20,15;16,88;10,79;4,96;1,74;0,5;0,1;22,52;14,96;18,31;18,68;14,35;7,77;2,75;0,62;0,03;20,51;17,83;19,75;16,76;12,73;7,75;3,21;1,1;0,3;0,07;0
5;Centro-Oeste;Estadual;Urbana;Capital;219,2;227,4;256,21;255,62;265,39;266,57;4,69;10,3;17,55;21,47;19,78;14,19;7,07;2,9;0,67;0,48;2,66;8,1;15,1;20,83;22,87;17,14;8,85;2,93;0,85;0,18;14,22;11,53;16,42;20,02;19,15;12,34;4,58;1,73;0;11,95;13,4;19,89;20,6;16,98;10,55;4,67;1,47;0,41;0,09;24,42;13,61;16,57;17,74;14,43;8,87;3,47;0,85;0,05;22,17;16,63;18,34;16,24;12,94;8,25;3,62;1,37;0,33;0,11;0
5;Centro-Oeste;Estadual;Urbana;Interior;213,33;222,77;259,81;257,62;265,95;267,01;6,71;12,06;17,97;20,41;17,91;12,7;6,41;2,54;0,64;0,9;3,92;10,24;16,89;20,21;20,3;14,95;8,25;3,17;0,95;0,22;11,34;11,23;16,78;21,04;20,14;12,63;5,09;1,76;0;11,4;13,64;19,13;19,94;16,98;11,1;5,24;1,93;0,55;0,11;21,05;15,42;19,08;19,34;14,65;7,41;2,5;0,52;0,03;19,41;18,17;20,34;17,12;12,81;7,68;3,13;1,01;0,3;0,05;0
5;Centro-Oeste;Estadual;Urbana;Total;216,6;225,35;258,61;256,95;265,76;266,86;5,59;11,08;17,73;21;18,95;13,53;6,78;2,74;0,66;0,67;3,22;9,05;15,9;20,55;21,73;16,17;8,58;3,04;0,89;0,2;12,3;11,33;16,66;20,7;19,81;12,53;4,92;1,75;0;11,58;13,56;19,38;20,16;16,98;10,92;5,05;1,78;0,5;0,1;22,19;14,81;18,23;18,8;14,58;7,9;2,83;0,63;0,04;20,34;17,65;19,67;16,82;12,85;7,87;3,29;1,13;0,31;0,07;0
5;Centro-Oeste;Federal;Rural;Capital;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Federal;Rural;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Federal;Rural;Total;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Federal;Total;Capital;235,05;240,04;313,75;329,83;324,28;351,57;0;7,62;7,62;22,44;22,65;20,8;15,1;1,92;0;0;0;1,92;15,1;11,32;30,2;28,28;11,25;1,92;0;0;1,24;2,25;4,46;7,08;16,82;24,68;23,7;19,77;0;1,84;1,5;2,58;7,9;12,26;16,1;19,79;17,22;14,48;6,32;3,61;3,69;4,93;11,52;22,61;25,12;17,99;9,63;0,91;2,71;2,72;3,76;6,36;13,81;16,12;18,22;13,28;17,37;5,24;0,41
5;Centro-Oeste;Federal;Total;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Federal;Total;Total;235,05;240,04;313,75;329,83;324,28;351,57;0;7,62;7,62;22,44;22,65;20,8;15,1;1,92;0;0;0;1,92;15,1;11,32;30,2;28,28;11,25;1,92;0;0;1,24;2,25;4,46;7,08;16,82;24,68;23,7;19,77;0;1,84;1,5;2,58;7,9;12,26;16,1;19,79;17,22;14,48;6,32;3,61;3,69;4,93;11,52;22,61;25,12;17,99;9,63;0,91;2,71;2,72;3,76;6,36;13,81;16,12;18,22;13,28;17,37;5,24;0,41
5;Centro-Oeste;Federal;Urbana;Capital;235,05;240,04;313,75;329,83;324,28;351,57;0;7,62;7,62;22,44;22,65;20,8;15,1;1,92;0;0;0;1,92;15,1;11,32;30,2;28,28;11,25;1,92;0;0;1,24;2,25;4,46;7,08;16,82;24,68;23,7;19,77;0;1,84;1,5;2,58;7,9;12,26;16,1;19,79;17,22;14,48;6,32;3,61;3,69;4,93;11,52;22,61;25,12;17,99;9,63;0,91;2,71;2,72;3,76;6,36;13,81;16,12;18,22;13,28;17,37;5,24;0,41
5;Centro-Oeste;Federal;Urbana;Interior;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Federal;Urbana;Total;235,05;240,04;313,75;329,83;324,28;351,57;0;7,62;7,62;22,44;22,65;20,8;15,1;1,92;0;0;0;1,92;15,1;11,32;30,2;28,28;11,25;1,92;0;0;1,24;2,25;4,46;7,08;16,82;24,68;23,7;19,77;0;1,84;1,5;2,58;7,9;12,26;16,1;19,79;17,22;14,48;6,32;3,61;3,69;4,93;11,52;22,61;25,12;17,99;9,63;0,91;2,71;2,72;3,76;6,36;13,81;16,12;18,22;13,28;17,37;5,24;0,41
5;Centro-Oeste;Municipal;Rural;Capital;202,51;209,74;249,73;247,32;0;0;11,41;16,17;16,46;22,73;16,36;8,05;4,58;1,66;0,25;1,84;5,71;13,6;21,85;23,07;15,43;10,8;5,08;2,08;0,53;0;15,3;13,7;18,13;25,38;16,02;6,79;4,17;0,51;0;12,49;17,91;22,78;21,72;14,5;7,94;2,66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Municipal;Rural;Interior;191,87;202,57;243,2;242,41;251,44;257,25;13,76;19,88;20,7;17,01;12,48;6,9;3,09;0,93;0,13;1,67;8,81;17,48;22,1;20,61;14,95;9,07;3,78;1,16;0,27;0,1;19,38;15,32;20,55;19,58;14,07;7,97;2,32;0,81;0;18,18;17,5;21,85;18,88;12,91;6,68;2,92;0,8;0,26;0,02;31,27;22,13;8,67;23,53;14,4;0;0;0;0;31,27;14,4;17,8;13,93;17,8;4,8;0;0;0;0;0
5;Centro-Oeste;Municipal;Rural;Total;192,32;202,87;243,5;242,63;251,44;257,25;13,67;19,72;20,52;17,24;12,65;6,95;3,15;0,96;0,14;1,68;8,68;17,32;22,09;20,71;14,97;9,14;3,83;1,2;0,28;0,09;19,19;15,25;20,44;19,84;14,16;7,91;2,41;0,79;0;17,92;17,52;21,89;19,01;12,99;6,73;2,91;0,76;0,25;0,02;31,27;22,13;8,67;23,53;14,4;0;0;0;0;31,27;14,4;17,8;13,93;17,8;4,8;0;0;0;0;0
5;Centro-Oeste;Municipal;Total;Capital;213,24;216,25;258,32;253,89;0;0;6,69;12,45;18,01;20,64;18,42;12,21;6,24;2,58;0,52;0,81;4,92;11,9;19,39;21,8;19,09;13,09;6,11;2,21;0,57;0,11;11,72;12,22;16,95;20,8;19,5;12,4;4,83;1,58;0;12,49;14,58;19,94;20,36;16,06;10,25;4,36;1,52;0,41;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Municipal;Total;Interior;212,09;219,54;255,53;252,72;286,97;295,7;7;13,14;18,15;20,21;18;11,98;6,09;2,45;0,61;0,81;4,33;11,24;18,25;20,88;19,39;14,34;7,12;2,63;0,8;0,2;13,07;12,21;18,03;21,22;18,71;11,15;4,11;1,51;0;12,77;14,95;20,72;19,9;16,04;9,79;4,01;1,34;0,43;0,06;16,99;7,67;9,44;16,61;25,4;16,28;4,87;2,11;0,62;10,94;10,6;11,77;14,8;23,24;12,9;9,06;4,74;1,95;0;0
5;Centro-Oeste;Municipal;Total;Total;212,27;219,01;256,26;253,02;286,97;295,7;6,95;13,03;18,13;20,28;18,07;12,02;6,11;2,47;0,59;0,81;4,42;11,35;18,44;21,03;19,34;14,14;6,96;2,56;0,77;0,19;12,71;12,21;17,75;21,11;18,92;11,48;4,3;1,53;0;12,7;14,85;20,52;20,02;16,05;9,91;4,1;1,38;0,42;0,05;16,99;7,67;9,44;16,61;25,4;16,28;4,87;2,11;0,62;10,94;10,6;11,77;14,8;23,24;12,9;9,06;4,74;1,95;0;0
5;Centro-Oeste;Municipal;Urbana;Capital;213,46;216,39;258,54;254,06;0;0;6,59;12,37;18,04;20,6;18,46;12,3;6,27;2,6;0,52;0,79;4,9;11,87;19,34;21,77;19,17;13,14;6,13;2,21;0,57;0,11;11,62;12,18;16,92;20,68;19,59;12,55;4,85;1,61;0;12,49;14,5;19,87;20,33;16,1;10,32;4,4;1,56;0,42;0,02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5;Centro-Oeste;Municipal;Urbana;Interior;214,14;221,27;258,39;255,11;292,52;301,7;6,31;12,46;17,89;20,53;18,57;12,5;6,39;2,6;0,66;0,72;3,87;10,61;17,86;20,91;19,84;14,87;7,46;2,78;0,86;0,21;11,61;11,48;17,44;21,6;19,78;11,89;4,52;1,67;0;11,51;14,36;20,46;20,14;16,77;10,51;4,26;1,46;0,47;0,07;14,76;5,41;9,56;15,52;27,12;18,83;5,64;2,44;0,72;7,76;10,01;10,83;14,94;24,09;14,17;10,47;5,48;2,25;0;0
5;Centro-Oeste;Municipal;Urbana;Total;214,03;220,43;258,44;254,79;292,52;301,7;6,36;12,44;17,91;20,55;18,55;12,47;6,37;2,6;0,63;0,73;4,05;10,82;18,11;21,06;19,72;14,58;7,23;2,68;0,81;0,2;11,61;11,69;17,29;21,32;19,73;12,09;4,62;1,65;0;11,81;14,4;20,28;20,19;16,57;10,45;4,31;1,49;0,45;0,05;14,76;5,41;9,56;15,52;27,12;18,83;5,64;2,44;0,72;7,76;10,01;10,83;14,94;24,09;14,17;10,47;5,48;2,25;0;0
5;Centro-Oeste;Privada;Rural;Capital;228,44;237,26;276,5;268,22;306,81;300,08;0;15,38;0;30,77;23,08;23,08;7,69;0;0;0;0;0;23,08;23,08;30,77;0;15,38;0;7,69;0;4;4;8;29,33;26,67;21,33;5,33;1,33;0;0;10,67;26,67;16;28;13,33;2,67;2,67;0;0;2,44;2,44;13,41;15,85;34,15;26,83;4,88;0;0;0;9,76;12,2;30,49;26,83;12,2;7,32;1,22;0;0;0
5;Centro-Oeste;Privada;Rural;Interior;223,54;231,4;269,27;270,53;289,36;306,05;2,42;9,84;22,27;18,77;19,55;15,68;3,62;7,07;0,78;0;0;2,42;12,42;40,11;12,33;18,68;7,07;5,42;1,55;0;7,54;10,62;12,63;16,53;23,88;16,13;12,67;0;0;2,65;20,21;9,98;17,94;20,42;20,84;4,49;0;3,47;0;7,66;14,34;17,04;17,34;18,09;14,29;7,61;3,63;0;3,33;9,78;17,17;15,55;16,88;18,21;9,51;6,57;1,78;1,21;0
5;Centro-Oeste;Privada;Rural;Total;223,95;231,89;271,35;269,87;293,28;304,71;2,22;10,31;20,4;19,78;19,85;16,3;3,96;6,47;0,71;0;0;2,22;13,32;38,68;13,87;17,11;7,76;4,97;2,07;0;6,52;8,71;11,3;20,21;24,69;17,63;10,56;0,38;0;1,89;17,46;14,78;17,38;22,6;18,68;3,97;0,77;2,47;0;6,49;11,67;16,22;17;21,7;17,11;6,99;2,82;0;2,59;9,78;16,05;18,91;19,12;16,86;9,02;5,36;1,38;0,94;0
5;Centro-Oeste;Privada;Total;Capital;246,92;256,51;296,15;304,77;315,95;335,58;1,48;2,79;8,32;15,84;21,98;23,83;15,74;7,45;2,02;0;0,6;2,15;6,88;11,95;21,14;24,37;18,79;9,48;3,7;0,95;4,88;4,03;6,49;13,15;19,11;23,23;17,47;11,64;0;3,47;4,06;7,03;10,65;17,18;20,5;18,47;11,43;5,96;1,25;5,84;3,9;8,07;13,11;20,78;23,34;16,91;7,32;0,74;4,32;4,17;6,84;10,27;14;17,19;16,4;12,84;9,61;4,24;0,1
5;Centro-Oeste;Privada;Total;Interior;238,51;249,62;286,77;289,54;302,65;312,07;1,36;4,86;11,82;17,21;24,04;21,52;12,1;5,26;1,23;0,12;0,93;3,14;7,07;16,13;20,88;24,78;16,16;7,5;2,48;0,82;4,24;5,85;9,36;15,71;24;20,61;14,25;5,96;0;3,74;4,6;11,26;17,75;19,94;20,95;12,47;5,76;2,94;0,59;8,92;5,8;9,57;17,12;22,43;20,12;12,14;3,47;0,43;6,66;7,67;9,01;13,87;17,67;20,43;12,86;8,8;2,04;1;0
5;Centro-Oeste;Privada;Total;Total;243,45;253,67;292,46;298,78;311,59;327,87;1,43;3,64;9,76;16,41;22,83;22,88;14,24;6,55;1,69;0,05;0,73;2,56;6,96;13,68;21,03;24,54;17,7;8,67;3,2;0,89;4,63;4,75;7,62;14,16;21,03;22,2;16,2;9,41;0;3,58;4,27;8,69;13,44;18,26;20,68;16,11;9,2;4,77;0,99;6,85;4,52;8,56;14,42;21,32;22,28;15,34;6,06;0,64;5,09;5,32;7,55;11,45;15,2;18,25;15,24;11,51;7,13;3,18;0,07
5;Centro-Oeste;Privada;Urbana;Capital;246,93;256,52;296,24;304,94;316;335,76;1,48;2,78;8,32;15,83;21,98;23,83;15,74;7,46;2,02;0;0,6;2,15;6,87;11,95;21,13;24,39;18,79;9,49;3,7;0,95;4,88;4,03;6,48;13,07;19,07;23,24;17,52;11,69;0;3,49;4,03;6,94;10,62;17,13;20,53;18,55;11,47;5,99;1,26;5,86;3,9;8,04;13,09;20,71;23,32;16,97;7,36;0,75;4,34;4,14;6,82;10,17;13,94;17,21;16,45;12,89;9,66;4,26;0,11
5;Centro-Oeste;Privada;Urbana;Interior;238,66;249,8;287,08;289,88;303,14;312,29;1,35;4,81;11,72;17,2;24,08;21,58;12,18;5,24;1,23;0,12;0,94;3,15;7,02;15,89;20,96;24,84;16,25;7,52;2,49;0,83;4,19;5,77;9,31;15,7;24,01;20,69;14,28;6,07;0;3,76;4,33;11,28;17,74;19,93;20,96;12,61;5,86;2,93;0,6;8,97;5,49;9,3;17,11;22,59;20,33;12,31;3,46;0,44;6,78;7,59;8,71;13,81;17,69;20,51;12,99;8,88;2,05;0,99;0
5;Centro-Oeste;Privada;Urbana;Total;243,53;253,76;292,66;299,06;311,87;328,22;1,43;3,61;9,72;16,39;22,84;22,91;14,28;6,55;1,7;0,05;0,74;2,56;6,93;13,56;21,06;24,57;17,75;8,68;3,2;0,9;4,61;4,71;7,59;14,1;21;22,25;16,25;9,49;0;3,59;4,15;8,63;13,4;18,22;20,7;16,23;9,28;4,79;1;6,86;4,41;8,44;14,38;21,31;22,36;15,47;6,11;0,65;5,13;5,25;7,42;11,34;15,15;18,27;15,34;11,6;7,22;3,21;0,07
5;Centro-Oeste;Total - Estadual e Municipal;Rural;Capital;211,99;221,2;249,41;251,36;264,76;266,84;6,5;13,35;17,91;20,84;18,8;12,35;5,75;1,88;0,48;0,55;3,41;10,08;17,67;21,49;20,88;16,54;6,94;1,86;0,58;0;15,7;13,44;18,9;21,15;18,23;8,03;3,54;1,01;0;12,19;15,35;20,95;21,66;15,99;9,08;3,69;0,82;0,18;0,09;24,65;13,64;21,05;15,77;10,99;10,79;2,23;0,89;0;16,88;18,2;22,16;16,86;15,91;8,09;1,64;0;0,25;0;0
5;Centro-Oeste;Total - Estadual e Municipal;Rural;Interior;192,9;203,49;242,88;243,43;250,06;253,43;13,22;19,53;20,84;17,39;12,8;7;3,21;0,94;0,17;1,59;8,43;17,19;22,05;20,46;15,53;9,28;3,87;1,21;0,28;0,1;19,38;16,03;19,42;19,84;14,55;7,64;2,33;0,8;0;17,79;17,21;21,23;19,18;13,51;7,01;2,79;0,9;0,34;0,04;31,45;19,23;20,1;15,79;8,48;3,84;0,78;0,33;0;25,54;23;21,69;15,17;9;4,17;1,13;0,27;0,02;0;0
5;Centro-Oeste;Total - Estadual e Municipal;Rural;Total;196,29;206,64;243,76;244,5;251,58;254,82;12,03;18,43;20,32;18,01;13,87;7,95;3,66;1,11;0,23;1,4;7,54;15,93;21,27;20,64;16,48;10,57;4,42;1,33;0,33;0,08;18,89;15,68;19,35;20,02;15,05;7,69;2,5;0,83;0;17,03;16,96;21,19;19,51;13,85;7,29;2,91;0,89;0,32;0,04;30,74;18,65;20,2;15,79;8,74;4,56;0,93;0,38;0;24,64;22,5;21,74;15,35;9,71;4,58;1,18;0,24;0,05;0;0
5;Centro-Oeste;Total - Estadual e Municipal;Total;Capital;216,86;223,26;256,43;255,23;265,38;266,58;5,44;11,17;17,74;21,14;19,27;13,44;6,73;2,75;0,61;0,59;3,48;9,51;16,71;21,19;21,48;15,71;7,81;2,63;0,74;0,15;13,81;11,7;16,58;20,17;19,2;12,26;4,6;1,69;0;12,05;13,64;19,92;20,58;16,8;10,47;4,59;1,47;0,4;0,08;24,42;13,61;16,63;17,72;14,38;8,89;3,45;0,85;0,05;22,1;16,65;18,39;16,25;12,98;8,25;3,6;1,36;0,33;0,11;0
5;Centro-Oeste;Total - Estadual e Municipal;Total;Interior;212,13;220,02;258,2;256,02;265,18;266,37;6,99;12,99;18,16;20,24;17,93;12,06;6,12;2,45;0,61;0,83;4,28;11,1;18,03;20,73;19,56;14,4;7,31;2,72;0,83;0,21;12,03;11,66;17,12;21,05;19,63;12,09;4,76;1,67;0;11,93;14,06;19,54;19,91;16,66;10,66;4,86;1,76;0,51;0,1;21,58;15,6;19,12;19,14;14,36;7,24;2,42;0,51;0,03;19,7;18,4;20,4;17,01;12,63;7,51;3,04;0,98;0,29;0,05;0
5;Centro-Oeste;Total - Estadual e Municipal;Total;Total;213,53;220,98;257,64;255,77;265,24;266,44;6,53;12,45;18,04;20,5;18,33;12,47;6,3;2,54;0,61;0,76;4,04;10,63;17,64;20,87;20,12;14,79;7,46;2,7;0,8;0,19;12,59;11,67;16,95;20,77;19,49;12,15;4,71;1,67;0;11,97;13,93;19,66;20,12;16,71;10,6;4,78;1,67;0,48;0,09;22,52;14,94;18,3;18,68;14,37;7,79;2,76;0,62;0,03;20,49;17,82;19,73;16,76;12,74;7,75;3,22;1,1;0,3;0,07;0
5;Centro-Oeste;Total - Estadual e Municipal;Urbana;Capital;217,09;223,35;256,62;255,34;265,39;266,57;5,39;11,06;17,73;21,15;19,3;13,49;6,78;2,79;0,61;0,6;3,49;9,49;16,66;21,17;21,51;15,67;7,85;2,67;0,75;0,15;13,76;11,65;16,51;20,14;19,23;12,38;4,62;1,71;0;12,04;13,59;19,89;20,55;16,82;10,51;4,62;1,49;0,41;0,07;24,42;13,61;16,57;17,74;14,43;8,87;3,47;0,85;0,05;22,17;16,63;18,34;16,24;12,94;8,25;3,62;1,37;0,33;0,11;0
5;Centro-Oeste;Total - Estadual e Municipal;Urbana;Interior;213,96;221,6;259,53;257,11;266;267,08;6,4;12,37;17,91;20,51;18,42;12,54;6,39;2,59;0,65;0,76;3,88;10,52;17,65;20,76;19,94;14,89;7,64;2,87;0,88;0,22;11,39;11,28;16,92;21,15;20,07;12,48;4,97;1,74;0;11,42;13,78;19,4;19,98;16,94;10,98;5,04;1,83;0,53;0,1;21,04;15,4;19,06;19,33;14,68;7,43;2,51;0,52;0,03;19,38;18,15;20,33;17,11;12,83;7,69;3,14;1,02;0,3;0,05;0
5;Centro-Oeste;Total - Estadual e Municipal;Urbana;Total;214,92;222,13;258,58;256,54;265,79;266,91;6,09;11,97;17,85;20,7;18,69;12,83;6,51;2,65;0,64;0,71;3,76;10,21;17,35;20,88;20,42;15,13;7,7;2,81;0,84;0,2;12,17;11,4;16,79;20,82;19,79;12,45;4,86;1,73;0;11,62;13,72;19,56;20,17;16,9;10,83;4,9;1,72;0,49;0,09;22,18;14,8;18,22;18,79;14,59;7,92;2,83;0,63;0,04;20,33;17,64;19,65;16,82;12,87;7,88;3,3;1,14;0,31;0,07;0
